Education Level,Institution Type,Gender,Age,Device,IT Student,Location,Financial Condition,Internet Type,Network Type,Flexibility Level
2,1,0,18,0,0,0,1,1,2,1
1,1,0,23,0,0,1,1,0,2,1
1,1,0,18,0,1,1,1,0,1,0
1,0,0,23,0,0,1,1,1,1,0
0,0,1,11,0,0,1,1,0,2,1
1,0,0,27,0,0,1,1,1,2,0
0,1,0,9,0,0,1,1,0,2,1
0,1,0,9,0,0,1,0,0,2,1
0,1,1,11,0,0,1,0,0,1,1
0,1,1,11,0,0,1,2,0,2,2
0,1,1,11,0,0,1,1,0,2,1
2,0,1,18,0,0,0,1,1,2,0
0,1,0,10,0,0,1,2,1,2,2
0,1,1,11,0,0,1,1,1,2,0
0,1,0,11,0,0,1,0,0,1,1
1,0,1,27,0,0,0,0,0,2,0
1,0,1,27,0,1,0,0,0,2,1
1,1,1,23,0,0,1,0,0,2,2
0,0,1,18,0,0,1,1,1,2,1
0,0,0,11,0,0,0,1,0,1,0
1,0,1,27,0,1,0,0,0,2,1
2,0,1,18,0,1,0,1,0,2,0
1,0,0,23,0,0,1,1,0,2,0
1,1,1,23,1,1,1,1,1,2,0
0,1,1,11,0,0,1,2,0,1,1
0,0,1,11,0,0,1,1,1,2,2
2,1,0,18,0,0,1,1,1,2,0
1,1,0,18,0,1,1,1,0,1,0
1,0,0,18,0,0,1,1,1,2,0
0,1,1,11,0,0,1,1,1,2,1
0,1,0,9,0,0,1,0,0,2,1
0,1,1,11,0,0,1,1,0,1,0
0,1,1,11,0,0,1,1,0,1,1
1,1,1,23,0,0,0,1,0,2,1
1,1,0,18,0,1,0,1,0,1,1
0,1,1,11,0,0,1,1,1,2,0
0,0,0,11,0,0,1,2,1,2,1
1,0,1,27,1,1,1,1,1,2,0
0,1,1,11,0,0,1,2,0,1,1
2,1,0,18,0,0,0,1,1,2,0
1,0,0,23,0,0,0,1,1,2,0
0,1,0,18,0,0,1,1,1,2,0
1,1,1,23,1,1,1,1,1,2,1
1,0,0,18,0,0,1,1,1,2,0
1,0,1,23,0,0,0,1,0,2,1
1,1,1,23,1,1,0,1,0,1,1
0,1,1,9,0,0,1,0,0,2,0
0,1,0,9,0,0,1,0,0,2,1
1,1,1,23,0,1,1,1,0,2,1
1,1,1,23,1,1,1,1,1,2,0
0,1,0,10,0,0,1,0,0,1,2
1,1,0,23,0,0,0,1,1,2,1
1,1,1,27,0,0,1,1,1,2,1
0,0,1,11,0,0,0,0,0,1,0
2,1,0,18,0,0,0,1,1,2,0
0,0,1,11,0,0,1,1,1,2,1
1,1,1,23,0,1,1,0,1,1,0
0,0,1,18,0,0,1,1,1,2,1
1,1,1,23,1,1,1,0,1,2,2
1,1,1,27,1,1,1,1,1,2,1
0,1,1,11,0,1,1,1,0,1,1
1,1,1,23,1,1,1,1,1,2,1
0,1,0,9,0,0,1,1,1,2,1
1,1,1,23,0,1,1,1,0,1,0
0,1,0,11,0,0,1,1,0,2,1
0,0,0,10,0,0,0,1,0,1,0
1,1,1,23,1,1,1,1,1,1,0
0,1,0,9,0,0,1,1,0,2,1
2,1,0,18,0,0,1,1,1,2,0
0,1,0,9,0,0,1,1,0,2,1
2,0,0,18,0,0,0,1,0,2,0
0,0,0,11,0,0,0,1,0,1,0
0,0,0,9,0,0,1,2,0,2,0
0,1,0,11,0,0,1,0,0,1,0
1,1,0,23,1,1,0,1,1,2,1
2,1,0,18,0,0,1,1,1,2,1
0,1,0,9,0,0,1,0,0,2,1
1,1,1,23,0,0,1,1,0,1,1
2,0,1,18,0,1,1,1,0,2,1
2,0,1,18,0,0,1,1,1,2,0
2,0,1,23,0,1,0,0,0,2,0
2,0,1,18,0,1,1,1,0,2,0
0,1,1,11,0,0,1,0,0,2,1
1,0,0,27,0,0,1,1,1,2,0
0,1,0,11,0,0,0,1,0,1,0
0,1,0,11,0,0,1,2,1,1,2
1,0,0,27,0,0,1,1,0,2,0
0,1,1,11,0,0,1,1,0,1,1
1,0,1,23,0,1,1,1,0,1,1
0,1,0,9,0,0,1,1,0,2,1
2,0,0,18,0,0,0,1,0,2,1
1,1,1,23,0,1,0,0,0,1,1
0,1,0,11,0,0,1,0,0,1,0
2,1,0,18,0,0,1,1,1,2,0
0,0,1,18,0,0,1,1,1,2,1
1,1,0,18,0,1,0,1,0,1,1
0,1,0,11,0,1,1,1,0,1,1
0,1,1,11,0,0,1,0,0,1,0
0,1,0,9,0,0,1,0,0,2,1
1,1,0,23,0,1,1,1,1,1,1
1,1,0,18,0,1,0,0,0,1,1
0,1,0,11,0,0,1,1,0,2,1
1,1,1,23,1,1,1,0,1,2,2
0,1,0,9,0,0,1,0,0,2,1
0,1,1,11,0,0,1,2,1,2,2
0,1,0,18,0,0,1,1,0,2,0
1,1,1,23,1,1,1,1,1,2,1
0,1,0,9,0,0,1,1,0,2,1
1,0,1,27,0,0,0,0,0,2,0
2,0,1,18,2,1,1,1,1,2,1
0,1,1,11,0,1,1,0,0,2,1
1,1,1,23,0,1,1,1,1,2,0
1,1,0,18,0,1,1,1,0,1,0
2,0,0,18,0,0,0,1,0,1,1
1,0,1,23,0,0,1,1,1,2,0
2,0,1,18,0,0,1,1,1,1,1
0,0,1,18,0,0,1,1,1,2,1
1,1,1,23,0,0,1,0,0,2,2
1,1,1,23,0,1,0,0,0,1,1
0,1,0,11,0,0,1,1,0,2,1
1,0,1,23,0,0,0,1,0,2,1
0,1,1,11,0,0,1,1,1,2,1
1,0,1,23,0,0,0,1,0,1,0
1,1,0,23,0,0,1,1,1,0,1
0,1,1,11,0,0,1,1,1,2,0
1,0,1,18,1,0,1,1,1,1,1
1,0,1,23,0,1,1,1,1,1,0
0,1,0,9,0,0,1,1,0,2,1
2,0,1,23,0,0,0,1,0,2,0
2,0,1,18,0,0,0,1,1,2,0
1,0,0,23,0,0,0,1,1,2,0
1,1,0,23,1,1,1,2,1,2,1
1,1,0,18,0,1,1,1,0,1,0
1,1,1,23,1,1,1,1,1,2,1
0,1,1,11,0,0,1,1,0,1,1
0,1,0,18,0,0,1,1,1,2,0
0,1,0,11,0,0,1,1,0,2,1
2,0,1,18,0,1,1,1,1,2,1
2,1,0,18,0,0,1,1,1,2,2
0,1,1,11,0,0,1,1,0,2,1
1,1,0,23,1,0,1,1,1,2,1
1,1,0,23,2,1,0,0,1,0,0
2,1,0,18,0,0,1,1,1,2,0
1,1,1,23,0,1,1,0,1,1,0
2,1,0,18,0,0,1,1,1,2,1
0,1,1,11,0,0,1,1,0,1,1
1,0,0,23,0,0,1,1,1,2,0
0,1,0,10,0,0,1,0,0,1,0
0,1,0,9,0,0,1,1,1,2,1
1,1,1,23,1,1,0,1,1,2,1
0,1,0,11,0,0,1,1,0,1,1
0,1,1,11,0,0,1,1,0,2,0
1,1,1,23,1,1,1,1,1,2,1
1,1,1,23,0,0,0,0,0,2,0
1,1,1,23,1,1,1,1,1,2,1
2,1,0,18,0,0,1,1,1,2,0
2,0,0,18,0,0,0,1,0,1,1
0,1,1,10,0,0,1,2,1,2,2
1,1,0,23,1,0,1,1,1,2,1
1,0,0,27,0,0,0,0,0,2,0
0,1,1,11,0,0,1,1,0,2,1
0,0,0,11,0,0,0,1,0,1,0
0,1,0,11,0,0,0,1,0,1,0
1,0,1,23,0,0,0,1,0,2,0
2,1,0,18,0,0,0,1,0,1,1
1,1,1,23,0,1,1,1,0,1,1
1,0,1,23,0,0,1,1,0,2,1
0,1,0,9,0,0,1,1,0,2,1
1,1,0,23,1,0,1,1,1,2,1
1,1,0,18,1,1,1,1,1,2,1
0,1,1,11,0,0,1,1,1,2,1
0,1,1,11,1,0,1,1,1,2,0
0,1,0,9,0,0,1,1,0,2,1
1,0,1,23,0,0,1,1,0,1,0
0,0,1,10,0,0,0,1,0,1,0
0,0,0,11,0,0,1,2,1,2,1
0,1,0,11,0,0,1,1,0,2,1
1,1,1,23,2,0,1,1,1,2,1
1,1,1,23,1,1,1,1,1,2,1
1,0,1,27,1,1,1,2,1,2,2
2,1,0,18,0,0,1,1,1,2,1
2,1,0,18,0,0,1,1,1,2,1
1,0,1,23,0,1,0,1,0,1,0
0,1,1,11,0,0,1,2,0,1,2
0,0,0,11,0,0,0,1,0,1,0
0,0,1,18,0,0,1,2,0,2,1
0,1,1,11,0,0,1,0,0,1,0
2,0,0,18,0,0,0,1,0,2,0
0,0,1,11,0,0,0,0,0,1,0
0,1,0,9,0,0,1,0,0,2,1
0,1,0,10,0,0,1,1,0,1,1
0,1,1,11,0,0,1,1,0,2,2
1,1,1,23,2,0,1,1,1,2,1
1,1,0,18,0,1,1,1,0,1,0
0,1,1,11,0,1,1,1,0,1,1
1,1,1,23,1,1,1,1,1,2,1
1,1,0,23,1,1,0,1,1,2,1
1,1,1,23,1,1,0,1,1,2,1
0,0,1,18,0,0,1,2,0,2,1
2,0,1,18,0,0,1,1,0,2,0
0,1,1,11,0,0,0,1,0,1,0
0,1,1,11,0,1,1,1,0,1,1
0,1,1,11,0,0,1,1,0,2,1
1,1,0,23,1,1,1,1,1,1,0
0,1,1,11,0,0,1,1,0,1,1
0,1,0,9,0,0,1,0,0,2,1
2,0,1,18,0,0,1,1,1,2,1
1,0,1,23,0,0,0,1,0,2,1
0,1,0,10,0,0,1,0,0,1,0
0,1,0,9,0,0,1,1,1,2,1
2,1,0,18,0,0,1,1,1,2,2
0,1,0,11,0,0,1,0,0,1,0
1,0,1,18,1,0,1,1,1,1,1
0,1,1,11,0,0,1,1,0,2,2
0,1,1,11,0,0,1,1,0,2,1
1,1,0,23,2,0,1,1,1,2,1
2,1,0,18,0,0,0,1,1,2,0
0,1,0,10,0,0,1,0,0,1,2
0,1,0,11,0,1,1,1,0,1,1
0,1,0,11,0,0,1,1,0,1,1
2,0,0,18,0,0,0,1,0,1,0
0,1,1,11,0,0,1,1,0,1,1
0,1,0,11,0,0,1,0,0,1,0
0,0,0,18,0,0,1,1,0,2,0
2,0,0,23,0,0,0,1,0,2,0
0,0,0,11,0,0,1,1,1,1,0
2,0,0,18,0,0,0,1,0,1,1
1,0,1,27,0,0,1,1,1,2,1
2,1,0,18,0,0,1,1,1,2,0
1,1,1,23,0,0,1,1,0,2,0
1,1,1,23,0,0,0,1,1,2,1
1,0,0,27,0,0,0,0,0,2,0
0,0,0,10,0,0,0,1,0,1,0
1,1,0,23,0,0,0,1,1,2,0
0,1,0,9,0,0,1,0,0,2,1
0,1,1,11,0,0,1,1,0,1,0
1,1,0,18,0,1,0,1,0,1,1
0,1,0,11,0,0,1,0,0,1,1
0,1,0,10,0,0,1,1,0,1,1
2,0,1,18,0,0,1,1,1,2,1
1,1,1,23,2,0,1,1,1,2,1
0,0,1,18,0,0,1,1,1,2,1
0,1,0,18,0,0,1,0,0,1,0
2,0,0,18,0,0,1,1,1,2,1
1,1,0,23,0,1,1,1,1,2,1
0,1,1,11,0,0,1,1,0,1,1
2,1,0,18,0,0,0,1,1,2,0
0,1,1,11,0,0,1,1,0,1,0
0,1,1,11,0,0,1,1,0,2,1
1,1,0,23,2,0,1,1,1,2,1
0,0,0,11,0,0,1,2,1,2,0
0,1,1,11,0,0,1,1,0,1,0
0,1,0,11,0,0,1,0,0,2,1
1,1,1,23,1,1,1,1,1,2,1
0,0,1,18,0,0,1,2,0,2,1
0,1,0,9,0,0,1,0,0,2,1
1,1,1,23,0,1,1,1,0,1,1
1,1,0,18,1,1,1,1,1,2,1
1,1,1,27,0,1,0,1,0,1,1
1,0,1,18,1,0,1,1,1,1,1
2,1,0,18,1,0,1,1,1,2,1
0,1,0,11,0,0,1,0,1,1,1
0,1,0,11,0,0,1,1,0,1,1
0,1,0,10,0,0,1,0,0,1,0
1,1,0,23,1,1,0,1,1,2,1
1,1,0,23,0,1,1,1,1,2,0
0,0,1,18,0,0,1,2,0,2,1
1,1,1,23,1,1,1,1,1,2,0
1,1,1,23,1,1,1,1,1,2,1
2,1,0,18,1,0,1,1,1,2,1
1,1,1,23,0,0,0,1,0,2,1
0,1,1,11,0,0,1,1,1,2,0
2,1,0,18,0,0,1,1,0,1,1
0,1,1,11,0,0,1,1,0,2,2
0,1,1,10,0,0,1,2,1,2,2
0,0,0,11,0,0,1,1,1,1,0
0,1,0,9,0,0,1,0,0,2,1
0,1,1,10,0,0,1,2,1,2,1
0,1,1,11,0,0,1,1,1,2,0
0,1,0,11,0,0,1,1,0,2,1
1,0,1,18,1,0,1,1,1,2,0
2,0,1,23,0,1,1,1,0,2,1
0,1,0,9,0,0,1,0,0,2,1
0,1,0,10,0,0,1,0,0,1,0
2,0,1,23,0,1,1,1,0,2,1
0,1,0,9,0,0,1,1,0,2,1
1,0,1,27,0,1,0,0,0,2,1
1,1,1,23,1,1,1,0,1,2,2
0,1,1,11,0,0,1,1,0,2,1
0,1,1,11,0,0,1,1,0,1,1
0,1,0,11,0,0,1,1,0,1,1
1,1,1,23,1,1,1,1,1,1,1
2,0,1,18,0,1,0,1,0,2,0
1,1,0,23,0,0,1,1,1,1,2
2,0,0,23,0,1,1,1,0,2,1
1,0,1,23,0,1,1,1,0,1,0
0,1,0,9,0,0,1,0,0,2,1
0,1,1,10,0,0,1,1,0,1,0
0,0,0,11,0,0,1,2,1,2,1
0,1,0,11,0,1,1,1,0,1,1
0,1,1,11,0,0,1,1,0,1,1
0,1,0,11,0,0,1,0,0,1,0
1,1,1,23,1,1,1,0,1,1,1
0,0,1,10,0,0,0,1,0,0,0
2,0,1,18,2,1,1,1,1,2,1
1,1,1,23,2,0,1,2,1,2,2
0,1,0,11,0,0,1,0,0,1,0
0,1,0,11,0,0,1,1,0,1,1
0,1,0,10,0,0,1,2,1,2,2
0,1,1,11,0,0,1,1,0,1,0
1,0,1,23,0,0,0,1,0,1,0
2,1,0,18,0,0,0,1,1,2,0
0,1,1,11,0,0,1,1,0,2,2
1,1,1,23,1,1,1,1,1,2,1
2,1,1,18,0,0,1,1,1,2,1
2,1,1,18,0,0,1,1,1,2,1
0,1,0,9,0,0,1,1,0,2,1
2,0,1,18,0,0,0,1,1,2,0
1,1,1,23,0,0,0,1,1,2,1
1,1,1,23,0,1,1,0,1,1,0
1,1,1,23,1,1,1,1,1,2,0
2,0,1,18,0,0,1,1,1,1,1
0,0,1,18,0,0,1,1,1,2,1
0,1,0,10,0,0,1,1,1,1,2
0,0,1,11,0,0,0,1,0,1,0
0,1,1,11,0,0,1,1,0,2,2
1,0,1,23,0,0,0,1,0,2,1
0,1,1,10,0,0,1,1,0,1,0
1,1,0,23,2,0,1,1,1,2,1
1,0,0,18,0,0,1,1,1,2,0
1,1,1,23,2,0,1,1,1,2,1
1,1,1,23,1,1,1,2,1,2,2
1,1,0,23,0,0,0,1,1,2,1
2,1,0,18,0,0,1,1,1,2,1
2,0,1,18,0,0,1,1,1,2,1
1,1,1,23,0,0,1,1,0,2,0
1,1,1,23,0,1,1,1,1,2,0
0,1,0,9,0,0,1,0,0,2,1
1,0,1,27,0,1,0,0,0,2,1
0,0,0,11,0,0,1,2,1,2,1
0,1,0,11,0,0,0,1,0,1,0
1,0,0,27,0,0,1,1,1,2,0
0,0,1,18,0,0,1,2,0,2,1
1,0,1,23,0,0,1,1,0,1,0
0,1,0,11,0,0,1,1,0,2,1
2,1,1,18,0,0,1,1,1,2,1
0,0,1,10,0,0,1,1,0,2,0
0,0,1,10,0,0,0,1,0,0,0
0,1,0,9,0,0,1,1,0,2,1
0,1,0,11,0,0,1,1,0,2,1
0,1,0,9,0,0,1,1,0,2,1
1,0,1,23,0,1,0,1,0,1,0
2,0,1,18,0,0,1,1,1,1,1
2,0,0,23,0,0,0,1,0,1,0
0,1,1,11,0,1,1,1,0,1,1
0,1,1,11,0,1,1,1,0,2,1
0,1,1,11,0,0,1,1,0,2,2
1,0,1,23,0,0,1,1,0,2,0
1,0,1,27,0,0,0,0,0,2,0
1,1,0,23,0,0,1,0,1,2,0
0,1,1,11,1,0,1,1,1,2,0
2,0,0,18,0,0,0,1,0,2,0
1,0,1,18,1,0,1,1,1,2,0
0,1,1,11,0,0,1,0,0,1,0
0,0,0,18,0,0,0,2,0,2,2
1,1,1,23,0,0,1,1,0,2,0
0,1,0,9,0,0,1,1,0,2,1
0,0,0,11,0,0,1,2,1,2,0
1,0,1,18,0,0,0,0,0,2,1
0,1,1,11,0,0,1,0,1,2,0
2,1,0,18,0,0,0,1,1,2,1
1,1,1,23,0,1,1,0,0,1,1
0,1,0,11,0,0,1,1,0,2,1
0,1,1,11,0,0,1,1,0,2,1
0,1,1,11,0,1,1,1,0,1,1
1,1,0,23,1,0,1,2,1,2,1
1,1,0,23,0,0,1,1,0,2,1
0,1,0,9,0,0,1,0,0,2,1
0,1,1,11,0,0,1,0,1,2,0
1,1,1,23,1,1,1,1,1,2,1
0,1,0,11,0,1,1,1,0,1,1
1,0,0,23,0,0,0,1,0,0,0
1,0,0,27,0,0,1,1,1,2,0
2,0,0,18,0,0,0,1,0,2,0
2,1,1,18,0,0,1,1,1,2,1
2,0,1,18,0,0,0,1,0,1,0
0,1,0,9,0,0,1,1,0,2,1
2,0,0,18,0,0,0,1,0,2,0
0,1,1,11,0,0,1,2,0,1,1
1,1,1,23,2,0,1,1,1,2,1
1,1,1,23,1,1,0,1,0,1,1
0,1,0,11,0,0,1,1,0,2,1
1,0,1,23,0,0,1,1,0,2,0
1,1,1,23,1,1,1,1,1,2,1
1,0,1,27,0,0,0,1,0,2,2
0,1,1,11,1,0,1,1,1,2,0
0,1,0,18,0,0,1,1,0,2,0
2,0,0,18,0,0,0,1,0,1,0
2,1,0,18,0,0,1,1,1,2,1
0,0,0,11,0,0,1,1,1,1,0
0,1,0,10,0,0,1,1,1,1,2
2,1,0,18,0,0,0,1,1,2,0
0,1,1,11,0,0,1,1,0,2,2
1,1,0,23,1,1,1,2,1,2,1
1,1,0,23,0,0,0,1,1,2,0
0,1,1,9,0,0,1,1,1,2,0
1,1,1,23,0,1,1,1,1,2,1
2,0,0,18,0,0,1,1,0,1,0
0,1,0,11,0,0,1,2,1,1,2
0,1,1,11,0,0,1,0,1,2,0
1,1,0,23,2,0,1,1,1,2,1
1,1,1,23,0,0,1,1,0,1,1
1,0,1,23,0,1,0,1,0,1,0
2,1,0,18,0,0,1,1,1,2,1
1,0,1,23,1,1,1,1,0,1,0
1,1,1,23,2,0,1,1,1,2,1
0,1,0,9,0,0,1,1,0,2,1
0,1,1,11,0,0,1,1,0,2,1
0,1,0,11,0,0,1,0,0,1,1
0,1,0,11,0,0,1,1,0,2,1
1,1,1,23,0,1,1,1,1,1,1
0,0,0,11,0,0,1,2,1,2,1
0,1,1,11,0,0,1,0,1,2,0
0,0,1,9,0,0,0,1,0,2,0
0,0,0,11,0,0,0,1,0,1,0
1,1,0,23,2,0,1,2,1,2,1
2,0,1,18,0,0,1,1,1,2,0
1,1,0,23,1,1,1,2,1,2,1
0,1,1,11,0,0,1,0,1,2,0
1,0,1,27,0,0,0,0,0,2,0
1,1,1,23,1,1,0,1,0,1,1
1,1,1,23,1,1,1,1,1,1,1
2,1,0,18,1,0,1,1,1,2,1
0,1,1,11,0,0,1,1,0,1,1
1,0,1,27,1,1,1,2,1,2,2
0,0,1,11,0,0,0,1,0,1,0
1,0,1,23,0,0,0,1,1,2,0
1,1,1,23,0,1,1,1,0,1,1
1,1,0,23,0,1,1,1,1,1,1
1,1,0,18,1,1,1,1,1,2,1
0,1,1,11,0,0,1,1,0,2,2
0,0,1,11,0,0,1,1,1,2,2
1,0,0,23,0,0,1,1,1,1,0
0,1,0,11,0,1,1,1,0,1,1
1,1,1,23,1,1,1,1,1,2,0
0,1,1,11,0,0,1,1,0,2,2
2,0,1,18,0,0,1,1,0,2,1
0,1,0,11,0,0,1,1,0,1,1
2,0,1,18,0,0,0,0,0,0,0
2,1,0,18,0,0,0,1,0,1,0
2,0,1,18,0,0,1,1,1,2,1
1,1,1,23,0,0,0,1,1,2,1
0,1,1,11,0,0,1,1,0,2,1
1,1,0,18,0,1,0,0,0,1,1
0,1,1,10,0,0,1,2,1,2,1
2,0,1,18,0,1,0,1,0,2,0
1,1,1,23,0,1,1,1,0,2,1
1,0,1,23,0,0,1,1,0,2,0
2,0,0,18,0,0,0,1,0,1,0
0,1,1,11,0,0,1,1,0,1,1
0,1,1,11,0,0,1,0,0,1,0
2,1,0,18,0,0,0,1,0,1,0
0,0,1,18,0,0,1,1,1,2,1
2,1,0,18,0,0,0,1,0,2,0
1,1,0,23,1,1,1,2,1,2,2
1,1,0,23,0,1,1,1,1,1,1
1,1,1,23,0,1,1,2,1,2,0
2,1,0,18,0,0,0,1,1,2,1
0,1,0,11,0,0,1,0,1,1,1
0,1,1,11,0,0,1,0,1,2,0
0,1,0,11,0,0,1,1,0,2,1
2,0,0,18,0,0,1,1,1,2,1
0,1,0,11,0,1,1,1,0,1,1
0,1,1,11,0,0,1,2,0,1,1
0,0,1,18,0,0,0,1,1,2,1
0,1,0,10,0,0,1,1,1,1,2
0,1,0,11,0,0,1,0,0,1,1
0,1,1,10,0,0,1,1,0,1,0
0,1,1,11,0,0,1,0,0,2,1
2,0,1,18,0,0,1,1,1,1,1
2,0,1,18,0,0,0,0,0,1,1
0,1,1,11,0,0,0,1,0,1,0
0,1,1,11,0,0,1,0,0,1,0
0,1,0,11,0,0,1,2,1,1,2
0,1,0,11,0,0,1,0,0,1,0
2,0,1,18,0,0,1,1,0,2,1
1,0,0,23,0,0,1,1,0,2,1
2,1,0,18,0,0,0,1,1,2,1
0,1,0,11,0,1,1,1,0,1,1
0,1,0,11,0,0,1,1,0,2,1
0,1,1,11,0,0,1,1,0,2,1
0,0,1,18,0,0,1,1,1,2,1
2,0,1,18,2,1,1,1,1,2,1
1,1,1,23,1,1,0,1,0,1,0
0,0,0,11,0,0,1,2,1,2,1
1,1,1,23,1,1,0,1,0,1,0
0,0,1,10,0,0,1,1,0,2,0
0,1,1,11,0,0,1,1,1,2,1
0,1,1,11,0,0,1,0,0,1,1
0,1,1,11,0,0,1,0,1,2,0
2,1,0,18,0,0,1,1,1,2,0
2,0,1,18,0,0,1,1,0,1,1
0,1,0,11,0,0,1,1,0,2,1
2,1,0,18,0,0,1,1,1,2,0
1,1,0,18,1,1,1,1,1,2,1
1,1,0,23,1,0,1,1,1,2,1
1,1,0,23,0,0,0,1,1,2,1
1,1,0,23,0,1,0,1,0,1,1
1,0,1,23,0,0,1,1,1,2,0
1,1,0,23,0,1,0,1,0,1,1
0,1,1,11,0,0,1,2,0,1,2
0,0,0,18,0,0,1,1,0,2,0
2,1,0,18,0,0,0,1,0,1,0
2,0,1,18,0,0,0,1,1,2,0
2,0,1,18,2,1,1,1,1,2,1
1,1,1,23,1,0,1,1,1,2,1
0,1,0,11,0,0,1,1,0,2,1
2,0,1,18,0,0,1,1,0,2,1
2,1,0,18,0,0,0,1,0,1,0
2,0,0,18,0,0,0,1,0,2,0
0,0,0,11,0,0,1,1,1,2,0
0,1,0,9,0,0,1,1,0,2,1
0,1,0,11,0,1,1,1,0,2,1
1,1,1,23,1,1,0,1,0,1,0
0,1,0,9,0,0,1,0,0,2,1
2,0,1,18,0,1,1,1,1,2,1
1,0,1,27,1,1,1,2,1,2,2
1,0,0,23,0,0,0,1,0,0,0
0,1,1,11,0,0,1,0,0,1,1
1,1,1,23,0,1,0,1,0,1,1
0,0,0,11,0,0,0,1,0,1,0
1,1,0,18,0,1,0,0,0,1,1
0,1,1,11,0,0,1,1,0,2,1
0,1,1,11,0,0,1,1,0,2,1
1,1,1,23,0,1,0,1,0,1,1
0,1,0,11,1,0,1,1,1,2,1
1,0,0,23,0,0,1,1,0,2,0
1,1,1,23,1,1,0,1,1,2,1
2,1,0,18,0,0,0,1,0,1,0
1,1,1,23,0,1,0,0,0,1,1
1,0,1,27,0,1,1,2,1,2,2
1,0,1,23,0,0,0,1,0,2,0
2,0,0,18,0,0,0,1,0,2,0
1,0,1,23,0,0,1,1,0,2,1
0,1,0,11,0,0,1,0,0,1,0
1,0,1,27,1,1,1,2,1,2,2
0,0,1,10,0,0,0,1,0,1,0
0,1,1,11,0,0,1,1,0,2,1
0,1,0,11,0,0,1,2,1,1,2
0,0,1,9,0,0,0,1,0,2,0
2,0,1,18,0,1,1,1,0,2,0
1,1,1,23,1,1,0,1,0,1,1
2,0,0,18,0,0,0,0,0,2,0
0,1,1,11,0,0,1,1,0,1,1
0,1,0,11,0,0,1,0,0,1,0
0,1,1,11,0,0,1,1,0,1,1
2,1,0,18,0,0,0,1,1,2,0
0,1,1,10,0,0,1,2,1,2,1
1,1,0,23,0,1,1,1,1,2,0
1,1,1,27,0,1,1,1,1,1,1
0,1,1,11,0,0,1,1,0,1,1
2,0,1,18,0,0,0,1,1,2,0
1,1,1,23,1,1,1,0,1,2,2
0,1,1,11,0,0,0,1,0,1,0
1,1,1,23,1,1,1,0,1,2,2
2,0,1,18,0,0,0,1,0,1,0
1,1,1,23,1,1,1,1,0,2,1
2,0,1,18,0,1,0,1,0,2,0
1,1,1,23,1,1,1,1,1,2,0
2,1,0,18,0,0,1,1,1,2,0
2,1,0,18,0,0,0,1,1,2,1
0,1,1,11,0,0,1,1,0,1,1
2,1,0,18,0,0,0,1,1,2,0
0,1,0,11,0,0,1,0,0,1,1
